YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_DELAY,SCHEDULED_TIME,DISTANCE,ARRIVAL_DELAY,DIVERTED,CANCELLED,AIRLINE_NAME,ORIGIN_AIRPORT_NAME,ORIGIN_CITY,ORIGIN_STATE,DEST_AIRPORT_NAME,DEST_CITY,DEST_STATE,FLIGHT_DATE,SCHED_DEP_HOUR,IS_DELAYED,IS_WEEKEND,SEASON,ROUTE
2015,9,2,3,UA,1065,BOS,LAS,200,5.0,270.0,2111.0,6.9,0,0,United Air Lines Inc.,Logan International Airport,Boston,MA,McCarran International Airport,Las Vegas,NV,2015-09-02,2,0,0,Otono,BOS-LAS
2015,4,5,7,UA,158,ORD,LAS,718,34.8,198.0,1256.0,34.1,0,0,United Air Lines Inc.,Chicago O'Hare International Airport,Chicago,IL,McCarran International Airport,Las Vegas,NV,2015-04-05,7,1,1,Primavera,ORD-LAS
2015,1,29,4,UA,4592,MCO,IAH,856,4.1,370.0,2339.0,9.1,0,0,United Air Lines Inc.,Orlando International Airport,Orlando,FL,George Bush Intercontinental Airport,Houston,TX,2015-01-29,8,0,0,Invierno,MCO-IAH
2015,11,7,6,UA,4771,MIA,JFK,632,36.4,81.0,346.0,31.8,0,0,United Air Lines Inc.,Miami International Airport,Miami,FL,John F. Kennedy International Airport,New York,NY,2015-11-07,6,1,1,Otono,MIA-JFK
2015,12,17,4,HA,2317,CLT,MCO,616,7.8,244.0,1655.0,-7.4,0,0,Hawaiian Airlines Inc.,Charlotte Douglas International Airport,Charlotte,NC,Orlando International Airport,Orlando,FL,2015-12-17,6,0,0,Invierno,CLT-MCO
2015,10,4,7,DL,655,JFK,MIA,2146,8.0,98.0,680.0,2.8,0,0,Delta Air Lines Inc.,John F. Kennedy International Airport,New York,NY,Miami International Airport,Miami,FL,2015-10-04,21,0,1,Otono,JFK-MIA
2015,12,28,1,AS,4751,SFO,LAS,1523,24.2,287.0,1980.0,29.4,0,0,Alaska Airlines Inc.,San Francisco International Airport,San Francisco,CA,McCarran International Airport,Las Vegas,NV,2015-12-28,15,1,0,Invierno,SFO-LAS
2015,9,21,1,WN,1090,ORD,JFK,1613,25.1,112.0,588.0,25.3,0,0,Southwest Airlines Co.,Chicago O'Hare International Airport,Chicago,IL,John F. Kennedy International Airport,New York,NY,2015-09-21,16,1,0,Otono,ORD-JFK
2015,2,16,1,AS,6400,MIA,IAH,1645,4.4,239.0,1660.0,6.8,0,0,Alaska Airlines Inc.,Miami International Airport,Miami,FL,George Bush Intercontinental Airport,Houston,TX,2015-02-16,16,0,0,Invierno,MIA-IAH
2015,2,15,7,UA,1419,CLT,DFW,1920,13.2,212.0,1665.0,6.2,0,0,United Air Lines Inc.,Charlotte Douglas International Airport,Charlotte,NC,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,2015-02-15,19,0,1,Invierno,CLT-DFW
2015,9,21,1,B6,884,JFK,ORD,1332,0.9,66.0,368.0,3.7,0,0,JetBlue Airways,John F. Kennedy International Airport,New York,NY,Chicago O'Hare International Airport,Chicago,IL,2015-09-21,13,0,0,Otono,JFK-ORD
2015,3,18,3,AA,1772,LAS,CLT,1539,5.6,52.0,180.0,5.4,0,0,American Airlines Inc.,McCarran International Airport,Las Vegas,NV,Charlotte Douglas International Airport,Charlotte,NC,2015-03-18,15,0,0,Primavera,LAS-CLT
2015,1,10,6,UA,2901,IAH,CLT,2256,19.3,353.0,2399.0,21.5,0,0,United Air Lines Inc.,George Bush Intercontinental Airport,Houston,TX,Charlotte Douglas International Airport,Charlotte,NC,2015-01-10,22,1,1,Invierno,IAH-CLT
2015,5,22,5,B6,6657,BOS,JFK,511,1.2,231.0,1543.0,-11.6,0,0,JetBlue Airways,Logan International Airport,Boston,MA,John F. Kennedy International Airport,New York,NY,2015-05-22,5,0,0,Primavera,BOS-JFK
2015,9,28,1,WN,2354,IAH,PHX,830,-23.9,79.0,369.0,-25.5,0,0,Southwest Airlines Co.,George Bush Intercontinental Airport,Houston,TX,Phoenix Sky Harbor International Airport,Phoenix,AZ,2015-09-28,8,0,0,Otono,IAH-PHX
2015,6,16,2,F9,1293,LAS,BOS,1543,20.5,226.0,1240.0,15.4,0,0,Frontier Airlines Inc.,McCarran International Airport,Las Vegas,NV,Logan International Airport,Boston,MA,2015-06-16,15,1,0,Verano,LAS-BOS
2015,9,8,2,DL,6488,ATL,SFO,1227,17.4,332.0,2597.0,15.9,0,0,Delta Air Lines Inc.,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,San Francisco International Airport,San Francisco,CA,2015-09-08,12,1,0,Otono,ATL-SFO
2015,11,16,1,NK,6570,MIA,SEA,2133,22.7,309.0,1824.0,35.2,0,0,Spirit Air Lines,Miami International Airport,Miami,FL,Seattle-Tacoma International Airport,Seattle,WA,2015-11-16,21,1,0,Otono,MIA-SEA
2015,5,30,6,B6,3179,ATL,LAX,702,-4.5,61.0,288.0,-12.7,0,0,JetBlue Airways,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,Los Angeles International Airport,Los Angeles,CA,2015-05-30,7,0,1,Primavera,ATL-LAX
2015,1,18,7,B6,2683,LAS,PHX,1219,-2.6,242.0,1909.0,-0.3,0,0,JetBlue Airways,McCarran International Airport,Las Vegas,NV,Phoenix Sky Harbor International Airport,Phoenix,AZ,2015-01-18,12,0,1,Invierno,LAS-PHX
2015,1,19,1,UA,322,IAH,ATL,928,3.8,137.0,844.0,4.1,0,0,United Air Lines Inc.,George Bush Intercontinental Airport,Houston,TX,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,2015-01-19,9,0,0,Invierno,IAH-ATL
2015,12,6,7,AA,2623,IAH,CLT,813,24.8,142.0,858.0,24.9,0,0,American Airlines Inc.,George Bush Intercontinental Airport,Houston,TX,Charlotte Douglas International Airport,Charlotte,NC,2015-12-06,8,1,1,Invierno,IAH-CLT
2015,2,8,7,DL,2732,ATL,LAS,557,-8.7,214.0,1466.0,-12.1,0,0,Delta Air Lines Inc.,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,McCarran International Airport,Las Vegas,NV,2015-02-08,5,0,1,Invierno,ATL-LAS
2015,10,13,2,UA,6785,PHX,BOS,316,3.5,116.0,723.0,4.6,0,0,United Air Lines Inc.,Phoenix Sky Harbor International Airport,Phoenix,AZ,Logan International Airport,Boston,MA,2015-10-13,3,0,0,Otono,PHX-BOS
2015,3,1,7,UA,103,SFO,SEA,1943,9.5,313.0,2307.0,5.7,0,0,United Air Lines Inc.,San Francisco International Airport,San Francisco,CA,Seattle-Tacoma International Airport,Seattle,WA,2015-03-01,19,0,1,Primavera,SFO-SEA
2015,4,13,1,AS,558,MCO,ATL,2144,22.7,256.0,1439.0,28.7,0,0,Alaska Airlines Inc.,Orlando International Airport,Orlando,FL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,2015-04-13,21,1,0,Primavera,MCO-ATL
2015,12,9,3,B6,446,MIA,PHX,1732,2.9,59.0,330.0,7.9,0,0,JetBlue Airways,Miami International Airport,Miami,FL,Phoenix Sky Harbor International Airport,Phoenix,AZ,2015-12-09,17,0,0,Invierno,MIA-PHX
2015,11,29,7,AA,5459,LAS,IAH,1219,32.0,230.0,1456.0,32.9,0,0,American Airlines Inc.,McCarran International Airport,Las Vegas,NV,George Bush Intercontinental Airport,Houston,TX,2015-11-29,12,1,1,Otono,LAS-IAH
2015,12,31,4,AS,2467,LAX,CLT,1317,0.5,312.0,2077.0,5.2,0,0,Alaska Airlines Inc.,Los Angeles International Airport,Los Angeles,CA,Charlotte Douglas International Airport,Charlotte,NC,2015-12-31,13,0,0,Invierno,LAX-CLT
2015,7,23,4,UA,3406,LAS,DEN,658,6.7,308.0,2217.0,-0.5,0,0,United Air Lines Inc.,McCarran International Airport,Las Vegas,NV,Denver International Airport,Denver,CO,2015-07-23,6,0,0,Verano,LAS-DEN
2015,9,26,6,UA,104,CLT,LAX,17,5.9,310.0,2078.0,5.2,0,0,United Air Lines Inc.,Charlotte Douglas International Airport,Charlotte,NC,Los Angeles International Airport,Los Angeles,CA,2015-09-26,0,0,1,Otono,CLT-LAX
2015,12,25,5,UA,2408,SEA,ORD,314,24.0,56.0,159.0,27.2,0,0,United Air Lines Inc.,Seattle-Tacoma International Airport,Seattle,WA,Chicago O'Hare International Airport,Chicago,IL,2015-12-25,3,1,0,Invierno,SEA-ORD
2015,6,24,3,UA,2100,MIA,MCO,1029,-12.9,79.0,484.0,-12.1,0,0,United Air Lines Inc.,Miami International Airport,Miami,FL,Orlando International Airport,Orlando,FL,2015-06-24,10,0,0,Verano,MIA-MCO
2015,10,16,5,F9,6847,SFO,JFK,1147,5.7,89.0,543.0,1.9,0,0,Frontier Airlines Inc.,San Francisco International Airport,San Francisco,CA,John F. Kennedy International Airport,New York,NY,2015-10-16,11,0,0,Otono,SFO-JFK
2015,6,11,4,UA,2554,SEA,LAX,1341,16.0,328.0,2373.0,16.3,0,0,United Air Lines Inc.,Seattle-Tacoma International Airport,Seattle,WA,Los Angeles International Airport,Los Angeles,CA,2015-06-11,13,1,0,Verano,SEA-LAX
2015,3,23,1,WN,2256,LAX,SFO,346,-6.3,236.0,1733.0,-3.8,0,0,Southwest Airlines Co.,Los Angeles International Airport,Los Angeles,CA,San Francisco International Airport,San Francisco,CA,2015-03-23,3,0,0,Primavera,LAX-SFO
2015,10,8,4,UA,1469,MIA,LAX,723,17.7,284.0,1930.0,14.6,0,0,United Air Lines Inc.,Miami International Airport,Miami,FL,Los Angeles International Airport,Los Angeles,CA,2015-10-08,7,1,0,Otono,MIA-LAX
2015,10,11,7,DL,4384,CLT,BOS,37,-15.8,215.0,1493.0,-21.5,0,0,Delta Air Lines Inc.,Charlotte Douglas International Airport,Charlotte,NC,Logan International Airport,Boston,MA,2015-10-11,0,0,1,Otono,CLT-BOS
2015,9,23,3,UA,3568,MCO,ATL,1534,39.3,303.0,2217.0,37.0,0,0,United Air Lines Inc.,Orlando International Airport,Orlando,FL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,2015-09-23,15,1,0,Otono,MCO-ATL
2015,9,27,7,NK,3464,LAS,DEN,919,-10.6,248.0,1737.0,-5.5,0,0,Spirit Air Lines,McCarran International Airport,Las Vegas,NV,Denver International Airport,Denver,CO,2015-09-27,9,0,1,Otono,LAS-DEN
2015,4,1,3,HA,1933,SFO,DFW,1748,27.6,343.0,2290.0,30.2,0,0,Hawaiian Airlines Inc.,San Francisco International Airport,San Francisco,CA,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,2015-04-01,17,1,0,Primavera,SFO-DFW
2015,4,8,3,UA,1544,ORD,DFW,2357,-5.8,318.0,2394.0,-6.2,0,0,United Air Lines Inc.,Chicago O'Hare International Airport,Chicago,IL,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,2015-04-08,23,0,0,Primavera,ORD-DFW
2015,10,31,6,B6,4631,JFK,MIA,2340,14.5,140.0,897.0,8.7,0,0,JetBlue Airways,John F. Kennedy International Airport,New York,NY,Miami International Airport,Miami,FL,2015-10-31,23,0,1,Otono,JFK-MIA
2015,3,21,6,HA,416,LAS,BOS,2315,46.0,91.0,518.0,35.7,0,0,Hawaiian Airlines Inc.,McCarran International Airport,Las Vegas,NV,Logan International Airport,Boston,MA,2015-03-21,23,1,1,Primavera,LAS-BOS
2015,5,13,3,UA,3599,DFW,SFO,1910,18.3,282.0,2132.0,29.6,0,0,United Air Lines Inc.,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,San Francisco International Airport,San Francisco,CA,2015-05-13,19,1,0,Primavera,DFW-SFO
2015,7,26,7,HA,3402,LAX,MIA,516,2.1,149.0,843.0,2.7,0,0,Hawaiian Airlines Inc.,Los Angeles International Airport,Los Angeles,CA,Miami International Airport,Miami,FL,2015-07-26,5,0,1,Verano,LAX-MIA
2015,3,2,1,AS,6707,PHX,LAX,252,-3.3,300.0,1905.0,-9.0,0,0,Alaska Airlines Inc.,Phoenix Sky Harbor International Airport,Phoenix,AZ,Los Angeles International Airport,Los Angeles,CA,2015-03-02,2,0,0,Primavera,PHX-LAX
2015,8,3,1,B6,1200,PHX,MCO,2009,21.2,172.0,1128.0,13.1,0,0,JetBlue Airways,Phoenix Sky Harbor International Airport,Phoenix,AZ,Orlando International Airport,Orlando,FL,2015-08-03,20,1,0,Verano,PHX-MCO
2015,3,6,5,WN,3566,MIA,CLT,1206,16.8,112.0,541.0,18.9,0,0,Southwest Airlines Co.,Miami International Airport,Miami,FL,Charlotte Douglas International Airport,Charlotte,NC,2015-03-06,12,1,0,Primavera,MIA-CLT
2015,3,22,7,B6,6580,SEA,ORD,222,-5.2,386.0,2699.0,-12.3,0,0,JetBlue Airways,Seattle-Tacoma International Airport,Seattle,WA,Chicago O'Hare International Airport,Chicago,IL,2015-03-22,2,0,1,Primavera,SEA-ORD
2015,9,25,5,WN,982,CLT,SEA,337,-2.1,221.0,1280.0,0.9,0,0,Southwest Airlines Co.,Charlotte Douglas International Airport,Charlotte,NC,Seattle-Tacoma International Airport,Seattle,WA,2015-09-25,3,0,0,Otono,CLT-SEA
2015,4,13,1,AS,130,SEA,JFK,2351,0.7,128.0,603.0,-0.6,0,0,Alaska Airlines Inc.,Seattle-Tacoma International Airport,Seattle,WA,John F. Kennedy International Airport,New York,NY,2015-04-13,23,0,0,Primavera,SEA-JFK
2015,8,31,1,DL,3116,MCO,PHX,527,2.5,292.0,2156.0,-1.1,0,0,Delta Air Lines Inc.,Orlando International Airport,Orlando,FL,Phoenix Sky Harbor International Airport,Phoenix,AZ,2015-08-31,5,0,0,Verano,MCO-PHX
2015,10,19,1,B6,4713,CLT,ATL,1631,26.9,356.0,2457.0,29.6,0,0,JetBlue Airways,Charlotte Douglas International Airport,Charlotte,NC,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,2015-10-19,16,1,0,Otono,CLT-ATL
2015,12,5,6,AS,4809,PHX,SEA,2050,36.4,152.0,1038.0,26.0,0,0,Alaska Airlines Inc.,Phoenix Sky Harbor International Airport,Phoenix,AZ,Seattle-Tacoma International Airport,Seattle,WA,2015-12-05,20,1,1,Invierno,PHX-SEA
2015,11,24,2,AS,5429,PHX,DFW,1833,27.4,96.0,489.0,32.1,0,0,Alaska Airlines Inc.,Phoenix Sky Harbor International Airport,Phoenix,AZ,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,2015-11-24,18,1,0,Otono,PHX-DFW
2015,12,19,6,AA,6845,JFK,SFO,2154,66.5,324.0,2533.0,66.2,0,0,American Airlines Inc.,John F. Kennedy International Airport,New York,NY,San Francisco International Airport,San Francisco,CA,2015-12-19,21,1,1,Invierno,JFK-SFO
2015,6,13,6,NK,892,LAX,JFK,334,15.4,89.0,339.0,17.1,0,0,Spirit Air Lines,Los Angeles International Airport,Los Angeles,CA,John F. Kennedy International Airport,New York,NY,2015-06-13,3,1,1,Verano,LAX-JFK
2015,1,15,4,UA,1307,LAX,PHX,1012,-21.0,196.0,1358.0,-29.5,0,0,United Air Lines Inc.,Los Angeles International Airport,Los Angeles,CA,Phoenix Sky Harbor International Airport,Phoenix,AZ,2015-01-15,10,0,0,Invierno,LAX-PHX
2015,6,25,4,HA,794,DFW,CLT,1040,20.2,306.0,2421.0,16.4,0,0,Hawaiian Airlines Inc.,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,Charlotte Douglas International Airport,Charlotte,NC,2015-06-25,10,1,0,Verano,DFW-CLT
2015,10,30,5,WN,1579,IAH,JFK,1633,-15.9,188.0,1214.0,-14.3,0,0,Southwest Airlines Co.,George Bush Intercontinental Airport,Houston,TX,John F. Kennedy International Airport,New York,NY,2015-10-30,16,0,0,Otono,IAH-JFK
2015,2,15,7,AS,327,DFW,JFK,1058,18.0,234.0,1384.0,19.2,0,0,Alaska Airlines Inc.,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,John F. Kennedy International Airport,New York,NY,2015-02-15,10,1,1,Invierno,DFW-JFK
2015,4,12,7,NK,2634,DEN,LAS,2105,34.9,141.0,894.0,38.1,0,0,Spirit Air Lines,Denver International Airport,Denver,CO,McCarran International Airport,Las Vegas,NV,2015-04-12,21,1,1,Primavera,DEN-LAS
2015,7,19,7,WN,843,LAX,IAH,1411,19.8,330.0,2443.0,18.7,0,0,Southwest Airlines Co.,Los Angeles International Airport,Los Angeles,CA,George Bush Intercontinental Airport,Houston,TX,2015-07-19,14,1,1,Verano,LAX-IAH
2015,2,26,4,DL,1534,PHX,LAS,2353,32.4,110.0,525.0,44.5,0,0,Delta Air Lines Inc.,Phoenix Sky Harbor International Airport,Phoenix,AZ,McCarran International Airport,Las Vegas,NV,2015-02-26,23,1,0,Invierno,PHX-LAS
2015,8,16,7,NK,3526,IAH,PHX,1452,3.3,373.0,2605.0,9.4,0,0,Spirit Air Lines,George Bush Intercontinental Airport,Houston,TX,Phoenix Sky Harbor International Airport,Phoenix,AZ,2015-08-16,14,0,1,Verano,IAH-PHX
2015,9,26,6,HA,4582,JFK,ATL,159,-15.0,129.0,819.0,-21.1,0,0,Hawaiian Airlines Inc.,John F. Kennedy International Airport,New York,NY,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,2015-09-26,1,0,1,Otono,JFK-ATL
2015,10,14,3,DL,6388,SEA,DEN,1254,-6.1,95.0,607.0,-13.0,0,0,Delta Air Lines Inc.,Seattle-Tacoma International Airport,Seattle,WA,Denver International Airport,Denver,CO,2015-10-14,12,0,0,Otono,SEA-DEN
2015,5,16,6,B6,3941,MCO,SEA,1519,24.3,100.0,500.0,28.1,0,0,JetBlue Airways,Orlando International Airport,Orlando,FL,Seattle-Tacoma International Airport,Seattle,WA,2015-05-16,15,1,1,Primavera,MCO-SEA
2015,4,9,4,HA,6525,ORD,JFK,752,1.8,137.0,909.0,5.2,0,0,Hawaiian Airlines Inc.,Chicago O'Hare International Airport,Chicago,IL,John F. Kennedy International Airport,New York,NY,2015-04-09,7,0,0,Primavera,ORD-JFK
2015,5,25,1,DL,6818,BOS,IAH,1406,-13.9,91.0,448.0,-23.2,0,0,Delta Air Lines Inc.,Logan International Airport,Boston,MA,George Bush Intercontinental Airport,Houston,TX,2015-05-25,14,0,0,Primavera,BOS-IAH
2015,12,3,4,WN,5216,DFW,MCO,619,-8.2,96.0,460.0,-7.8,0,0,Southwest Airlines Co.,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,Orlando International Airport,Orlando,FL,2015-12-03,6,0,0,Invierno,DFW-MCO
2015,6,5,5,UA,5060,SEA,JFK,20,-5.5,60.0,240.0,1.7,0,0,United Air Lines Inc.,Seattle-Tacoma International Airport,Seattle,WA,John F. Kennedy International Airport,New York,NY,2015-06-05,0,0,0,Verano,SEA-JFK
2015,1,3,6,B6,6544,MCO,IAH,1832,13.8,211.0,1550.0,13.5,0,0,JetBlue Airways,Orlando International Airport,Orlando,FL,George Bush Intercontinental Airport,Houston,TX,2015-01-03,18,0,1,Invierno,MCO-IAH
2015,2,8,7,UA,5176,SFO,ATL,1003,-0.5,260.0,1927.0,6.1,0,0,United Air Lines Inc.,San Francisco International Airport,San Francisco,CA,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,2015-02-08,10,0,1,Invierno,SFO-ATL
2015,12,10,4,F9,2443,SFO,DEN,1506,23.0,334.0,2449.0,27.4,0,0,Frontier Airlines Inc.,San Francisco International Airport,San Francisco,CA,Denver International Airport,Denver,CO,2015-12-10,15,1,0,Invierno,SFO-DEN
2015,7,5,7,UA,5625,DFW,MCO,1148,28.2,105.0,510.0,25.6,0,0,United Air Lines Inc.,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,Orlando International Airport,Orlando,FL,2015-07-05,11,1,1,Verano,DFW-MCO
2015,9,8,2,UA,509,CLT,JFK,1447,-4.5,353.0,2501.0,-12.3,0,0,United Air Lines Inc.,Charlotte Douglas International Airport,Charlotte,NC,John F. Kennedy International Airport,New York,NY,2015-09-08,14,0,0,Otono,CLT-JFK
2015,3,5,4,WN,996,IAH,DFW,935,28.4,223.0,1447.0,25.8,0,0,Southwest Airlines Co.,George Bush Intercontinental Airport,Houston,TX,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,2015-03-05,9,1,0,Primavera,IAH-DFW
2015,2,3,2,WN,2427,LAX,SEA,231,15.4,200.0,1282.0,14.1,0,0,Southwest Airlines Co.,Los Angeles International Airport,Los Angeles,CA,Seattle-Tacoma International Airport,Seattle,WA,2015-02-03,2,1,0,Invierno,LAX-SEA
2015,2,26,4,AA,4493,DEN,ORD,2141,14.7,338.0,2030.0,25.6,0,0,American Airlines Inc.,Denver International Airport,Denver,CO,Chicago O'Hare International Airport,Chicago,IL,2015-02-26,21,0,0,Invierno,DEN-ORD
2015,11,13,5,UA,6733,LAS,SFO,1511,25.5,46.0,200.0,32.1,0,0,United Air Lines Inc.,McCarran International Airport,Las Vegas,NV,San Francisco International Airport,San Francisco,CA,2015-11-13,15,1,0,Otono,LAS-SFO
2015,2,6,5,WN,4580,DFW,MCO,2352,6.7,62.0,217.0,9.8,0,0,Southwest Airlines Co.,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,Orlando International Airport,Orlando,FL,2015-02-06,23,0,0,Invierno,DFW-MCO
2015,9,27,7,B6,971,JFK,DEN,1744,21.4,242.0,1643.0,25.9,0,0,JetBlue Airways,John F. Kennedy International Airport,New York,NY,Denver International Airport,Denver,CO,2015-09-27,17,1,1,Otono,JFK-DEN
2015,10,11,7,WN,4775,CLT,ATL,103,-6.5,152.0,892.0,-5.1,0,0,Southwest Airlines Co.,Charlotte Douglas International Airport,Charlotte,NC,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,2015-10-11,1,0,1,Otono,CLT-ATL
2015,8,28,5,UA,5677,LAS,LAX,2214,15.5,252.0,1745.0,16.7,0,0,United Air Lines Inc.,McCarran International Airport,Las Vegas,NV,Los Angeles International Airport,Los Angeles,CA,2015-08-28,22,1,0,Verano,LAS-LAX
2015,11,27,5,DL,1774,SFO,MIA,1255,1.1,217.0,1478.0,0.9,0,0,Delta Air Lines Inc.,San Francisco International Airport,San Francisco,CA,Miami International Airport,Miami,FL,2015-11-27,12,0,0,Otono,SFO-MIA
2015,2,23,1,UA,2215,JFK,PHX,1516,18.6,108.0,608.0,13.3,0,0,United Air Lines Inc.,John F. Kennedy International Airport,New York,NY,Phoenix Sky Harbor International Airport,Phoenix,AZ,2015-02-23,15,1,0,Invierno,JFK-PHX
2015,10,2,5,NK,3816,IAH,MIA,845,-4.6,231.0,1486.0,-0.7,0,0,Spirit Air Lines,George Bush Intercontinental Airport,Houston,TX,Miami International Airport,Miami,FL,2015-10-02,8,0,0,Otono,IAH-MIA
2015,9,18,5,F9,5622,MIA,ORD,1656,1.7,130.0,775.0,4.9,0,0,Frontier Airlines Inc.,Miami International Airport,Miami,FL,Chicago O'Hare International Airport,Chicago,IL,2015-09-18,16,0,0,Otono,MIA-ORD
2015,6,1,1,AS,1849,SFO,ORD,848,38.2,210.0,1526.0,48.1,0,0,Alaska Airlines Inc.,San Francisco International Airport,San Francisco,CA,Chicago O'Hare International Airport,Chicago,IL,2015-06-01,8,1,0,Verano,SFO-ORD
2015,11,2,1,NK,2444,DEN,ATL,541,21.1,136.0,960.0,27.9,0,0,Spirit Air Lines,Denver International Airport,Denver,CO,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,2015-11-02,5,1,0,Otono,DEN-ATL
2015,9,21,1,UA,6745,BOS,MCO,1952,23.4,61.0,340.0,24.3,0,0,United Air Lines Inc.,Logan International Airport,Boston,MA,Orlando International Airport,Orlando,FL,2015-09-21,19,1,0,Otono,BOS-MCO
2015,8,29,6,UA,6386,IAH,CLT,851,0.6,236.0,1768.0,0.4,0,0,United Air Lines Inc.,George Bush Intercontinental Airport,Houston,TX,Charlotte Douglas International Airport,Charlotte,NC,2015-08-29,8,0,1,Verano,IAH-CLT
2015,7,25,6,WN,2235,JFK,ATL,1502,19.9,103.0,459.0,15.4,0,0,Southwest Airlines Co.,John F. Kennedy International Airport,New York,NY,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,2015-07-25,15,1,1,Verano,JFK-ATL
2015,8,1,6,AA,6071,SFO,DFW,1650,47.6,246.0,1372.0,36.3,0,0,American Airlines Inc.,San Francisco International Airport,San Francisco,CA,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,2015-08-01,16,1,1,Verano,SFO-DFW
2015,2,15,7,AS,4138,LAS,ATL,1259,-10.8,210.0,1325.0,-13.6,0,0,Alaska Airlines Inc.,McCarran International Airport,Las Vegas,NV,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,2015-02-15,12,0,1,Invierno,LAS-ATL
2015,8,25,2,B6,1028,MCO,ATL,1520,31.2,112.0,756.0,25.2,0,0,JetBlue Airways,Orlando International Airport,Orlando,FL,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,2015-08-25,15,1,0,Verano,MCO-ATL
2015,11,11,3,AA,794,LAX,ATL,532,12.6,202.0,1314.0,3.7,0,0,American Airlines Inc.,Los Angeles International Airport,Los Angeles,CA,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,2015-11-11,5,0,0,Otono,LAX-ATL
2015,4,1,3,B6,6864,ATL,MCO,1724,21.0,172.0,1053.0,17.6,0,0,JetBlue Airways,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,Orlando International Airport,Orlando,FL,2015-04-01,17,1,0,Primavera,ATL-MCO
2015,10,26,1,AS,6820,DEN,BOS,459,15.7,112.0,775.0,21.1,0,0,Alaska Airlines Inc.,Denver International Airport,Denver,CO,Logan International Airport,Boston,MA,2015-10-26,4,1,0,Otono,DEN-BOS
2015,2,13,5,AS,5771,IAH,ATL,1849,21.5,327.0,2388.0,21.2,0,0,Alaska Airlines Inc.,George Bush Intercontinental Airport,Houston,TX,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,2015-02-13,18,1,0,Invierno,IAH-ATL
2015,10,10,6,NK,4938,ATL,ORD,2002,13.1,219.0,1530.0,15.8,0,0,Spirit Air Lines,Hartsfield-Jackson Atlanta International Airport,Atlanta,GA,Chicago O'Hare International Airport,Chicago,IL,2015-10-10,20,0,1,Otono,ATL-ORD
2015,8,19,3,HA,4556,CLT,DFW,737,8.5,86.0,368.0,9.5,0,0,Hawaiian Airlines Inc.,Charlotte Douglas International Airport,Charlotte,NC,Dallas/Fort Worth International Airport,Dallas-Fort Worth,TX,2015-08-19,7,0,0,Verano,CLT-DFW
2015,3,4,3,UA,2031,DEN,CLT,1949,17.4,356.0,2350.0,9.7,0,0,United Air Lines Inc.,Denver International Airport,Denver,CO,Charlotte Douglas International Airport,Charlotte,NC,2015-03-04,19,1,0,Primavera,DEN-CLT
2015,5,16,6,NK,2209,SEA,MCO,259,18.5,302.0,1898.0,14.6,0,0,Spirit Air Lines,Seattle-Tacoma International Airport,Seattle,WA,Orlando International Airport,Orlando,FL,2015-05-16,2,1,1,Primavera,SEA-MCO
2015,7,30,4,AA,6193,CLT,IAH,1627,42.4,86.0,429.0,40.6,0,0,American Airlines Inc.,Charlotte Douglas International Airport,Charlotte,NC,George Bush Intercontinental Airport,Houston,TX,2015-07-30,16,1,0,Verano,CLT-IAH
2015,7,13,1,NK,3941,LAS,MIA,245,14.4,315.0,1972.0,17.3,0,0,Spirit Air Lines,McCarran International Airport,Las Vegas,NV,Miami International Airport,Miami,FL,2015-07-13,2,0,0,Verano,LAS-MIA
