MONTH,DAY_OF_WEEK,AIRLINE,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_DELAY,DISTANCE,IS_DELAYED,SCHED_DEP_HOUR,IS_WEEKEND,SEASON,ROUTE
8,3,NK,LAX,MIA,644,14.9,1104,0,6,0,Verano,LAX-MIA
6,6,WN,PHX,SFO,909,11.2,325,0,9,1,Verano,PHX-SFO
5,5,DL,IAH,ATL,100,1.4,2047,0,1,0,Primavera,IAH-ATL
5,7,NK,IAH,SEA,1926,22.0,1730,1,19,1,Primavera,IAH-SEA
2,5,AS,LAS,SEA,1120,-2.0,1923,0,11,0,Invierno,LAS-SEA
11,5,B6,BOS,PHX,1725,18.7,2386,1,17,0,Otono,BOS-PHX
5,4,UA,JFK,BOS,227,2.2,2508,0,2,0,Primavera,JFK-BOS
8,1,B6,SFO,CLT,2142,22.7,1969,1,21,0,Verano,SFO-CLT
3,7,UA,ATL,JFK,456,-12.5,2534,0,4,1,Primavera,ATL-JFK
7,1,UA,PHX,DFW,519,17.7,623,1,5,0,Verano,PHX-DFW
6,7,HA,MIA,SEA,1553,14.6,1733,0,15,1,Verano,MIA-SEA
7,7,AS,PHX,DEN,2105,49.0,693,1,21,1,Verano,PHX-DEN
3,4,AA,MCO,IAH,1559,24.9,1478,1,15,0,Primavera,MCO-IAH
5,5,AA,LAX,LAS,656,8.9,2224,0,6,0,Primavera,LAX-LAS
2,4,HA,LAX,BOS,1655,15.6,326,1,16,0,Invierno,LAX-BOS
10,1,NK,DFW,ATL,55,15.4,1387,1,0,0,Otono,DFW-ATL
10,1,AA,MIA,BOS,1302,15.1,1473,1,13,0,Otono,MIA-BOS
2,1,B6,ORD,DFW,2245,16.4,938,1,22,0,Invierno,ORD-DFW
9,2,B6,SFO,BOS,2017,30.7,680,1,20,0,Otono,SFO-BOS
8,2,AS,LAX,MIA,416,18.6,806,1,4,0,Verano,LAX-MIA
10,3,UA,LAX,JFK,1142,9.0,2141,0,11,0,Otono,LAX-JFK
4,4,DL,SEA,DEN,918,15.2,2411,1,9,0,Primavera,SEA-DEN
6,7,UA,MIA,JFK,2055,32.5,1197,1,20,1,Verano,MIA-JFK
4,3,B6,DFW,CLT,1435,-2.2,285,0,14,0,Primavera,DFW-CLT
4,3,WN,JFK,DEN,232,-19.1,324,0,2,0,Primavera,JFK-DEN
5,7,WN,DFW,BOS,2155,21.1,1811,1,21,1,Primavera,DFW-BOS
6,7,HA,SEA,SFO,1954,23.3,1847,1,19,1,Verano,SEA-SFO
4,2,NK,JFK,MIA,1028,-11.7,1011,0,10,0,Primavera,JFK-MIA
10,1,B6,SFO,SEA,30,-7.2,1620,0,0,0,Otono,SFO-SEA
2,5,UA,JFK,ORD,2129,26.0,1481,1,21,0,Invierno,JFK-ORD
3,4,AS,MCO,ORD,1949,13.7,549,0,19,0,Primavera,MCO-ORD
11,5,NK,JFK,LAS,232,-14.0,2294,0,2,0,Otono,JFK-LAS
12,6,HA,MIA,PHX,942,5.5,164,0,9,1,Invierno,MIA-PHX
6,5,AA,IAH,BOS,2324,73.2,860,1,23,0,Verano,IAH-BOS
1,2,DL,DEN,IAH,2015,19.9,1913,1,20,0,Invierno,DEN-IAH
6,2,NK,JFK,LAX,822,20.7,1158,1,8,0,Verano,JFK-LAX
6,5,OO,PHX,JFK,1200,45.2,777,1,12,0,Verano,PHX-JFK
7,5,WN,DEN,PHX,635,18.8,821,1,6,0,Verano,DEN-PHX
3,6,UA,SFO,ATL,849,-6.3,1782,0,8,1,Primavera,SFO-ATL
3,7,UA,MCO,SFO,257,-20.2,1306,0,2,1,Primavera,MCO-SFO
2,4,UA,PHX,ATL,1235,2.8,1749,0,12,0,Invierno,PHX-ATL
12,1,UA,SEA,ORD,2101,36.7,1126,1,21,0,Invierno,SEA-ORD
3,7,B6,MIA,CLT,2236,8.8,1043,0,22,1,Primavera,MIA-CLT
3,4,DL,IAH,SFO,1528,14.9,1173,0,15,0,Primavera,IAH-SFO
11,6,AA,LAS,PHX,1243,-3.8,2543,0,12,1,Otono,LAS-PHX
6,3,UA,MCO,ATL,1040,-12.5,970,0,10,0,Verano,MCO-ATL
7,3,AS,MIA,DEN,836,16.9,196,1,8,0,Verano,MIA-DEN
12,3,AA,SEA,IAH,629,21.9,1522,1,6,0,Invierno,SEA-IAH
3,5,AS,SEA,BOS,2152,30.6,2287,1,21,0,Primavera,SEA-BOS
3,3,OO,DEN,LAS,313,7.7,1921,0,3,0,Primavera,DEN-LAS
3,4,UA,MCO,PHX,908,7.7,2479,0,9,0,Primavera,MCO-PHX
3,5,UA,DFW,LAX,1005,-4.0,2698,0,10,0,Primavera,DFW-LAX
6,1,UA,LAS,DEN,1719,11.3,1904,0,17,0,Verano,LAS-DEN
12,4,OO,LAS,BOS,2016,28.2,2573,1,20,0,Invierno,LAS-BOS
2,6,UA,SEA,BOS,220,-3.2,2472,0,2,1,Invierno,SEA-BOS
3,7,AA,MCO,CLT,727,7.1,1378,0,7,1,Primavera,MCO-CLT
2,3,F9,DEN,ORD,820,26.6,2415,1,8,0,Invierno,DEN-ORD
3,7,OO,PHX,MCO,957,2.2,1474,0,9,1,Primavera,PHX-MCO
9,4,UA,MIA,IAH,132,-15.4,1269,0,1,0,Otono,MIA-IAH
4,3,AA,MCO,CLT,2156,46.5,2662,1,21,0,Primavera,MCO-CLT
6,4,OO,DFW,SFO,746,14.4,1069,0,7,0,Verano,DFW-SFO
10,3,HA,MCO,PHX,124,16.9,737,1,1,0,Otono,MCO-PHX
1,5,AS,MIA,LAS,501,11.6,812,0,5,0,Invierno,MIA-LAS
2,1,AS,PHX,SEA,1938,22.1,1603,1,19,0,Invierno,PHX-SEA
8,4,B6,SFO,LAS,2140,38.7,628,1,21,0,Verano,SFO-LAS
3,4,HA,LAX,PHX,1136,-1.9,896,0,11,0,Primavera,LAX-PHX
4,7,AA,DEN,BOS,1049,24.4,1121,1,10,1,Primavera,DEN-BOS
6,6,WN,SFO,LAS,828,6.8,1336,0,8,1,Verano,SFO-LAS
11,1,AA,ORD,LAS,743,5.0,1256,0,7,0,Otono,ORD-LAS
4,2,UA,LAS,LAX,908,5.6,2509,0,9,0,Primavera,LAS-LAX
6,5,WN,CLT,MCO,1704,-6.6,1551,0,17,0,Verano,CLT-MCO
7,2,AA,PHX,MIA,737,34.0,755,1,7,0,Verano,PHX-MIA
5,3,UA,IAH,BOS,2124,1.7,1187,0,21,0,Primavera,IAH-BOS
5,3,UA,IAH,LAX,119,-2.9,2177,0,1,0,Primavera,IAH-LAX
10,5,WN,IAH,BOS,408,-25.2,2672,0,4,0,Otono,IAH-BOS
7,3,DL,PHX,MCO,1833,30.5,657,1,18,0,Verano,PHX-MCO
5,5,AA,PHX,DEN,2306,53.4,1288,1,23,0,Primavera,PHX-DEN
7,6,UA,IAH,SFO,902,0.5,499,0,9,1,Verano,IAH-SFO
2,4,WN,BOS,SEA,1328,-26.6,1902,0,13,0,Invierno,BOS-SEA
10,6,B6,IAH,CLT,1313,8.6,2394,0,13,1,Otono,IAH-CLT
6,1,B6,MCO,SEA,723,2.8,1604,0,7,0,Verano,MCO-SEA
2,6,UA,BOS,PHX,405,-3.1,1882,0,4,1,Invierno,BOS-PHX
6,2,AA,CLT,IAH,2130,18.8,294,1,21,0,Verano,CLT-IAH
8,5,UA,MCO,SEA,850,-12.5,573,0,8,0,Verano,MCO-SEA
8,4,UA,LAX,JFK,1648,15.9,275,1,16,0,Verano,LAX-JFK
3,3,UA,ORD,MIA,419,-11.0,1603,0,4,0,Primavera,ORD-MIA
1,2,F9,JFK,DEN,1215,5.1,758,0,12,0,Invierno,JFK-DEN
5,2,DL,JFK,CLT,1323,2.0,490,0,13,0,Primavera,JFK-CLT
3,1,UA,MCO,SFO,2022,17.3,1175,1,20,0,Primavera,MCO-SFO
3,3,WN,IAH,DEN,621,-15.0,754,0,6,0,Primavera,IAH-DEN
1,6,DL,CLT,PHX,831,35.6,1682,1,8,1,Invierno,CLT-PHX
6,1,UA,JFK,MIA,1608,22.9,2524,1,16,0,Verano,JFK-MIA
9,1,UA,MCO,JFK,2014,9.5,1713,0,20,0,Otono,MCO-JFK
10,6,AS,CLT,SEA,1716,4.7,961,0,17,1,Otono,CLT-SEA
4,2,UA,ORD,MCO,336,-13.1,1300,0,3,0,Primavera,ORD-MCO
6,4,HA,ATL,DEN,1200,-6.4,2146,0,12,0,Verano,ATL-DEN
4,3,HA,MIA,MCO,2200,39.8,246,1,22,0,Primavera,MIA-MCO
7,6,AS,DFW,ATL,951,36.1,375,1,9,1,Verano,DFW-ATL
4,2,OO,ATL,LAS,2320,14.7,2044,0,23,0,Primavera,ATL-LAS
8,6,DL,DFW,SFO,1922,29.0,930,1,19,1,Verano,DFW-SFO
5,7,B6,DFW,LAS,1918,15.5,2131,1,19,1,Primavera,DFW-LAS
8,6,UA,LAS,ATL,1457,-17.5,1668,0,14,1,Verano,LAS-ATL
9,7,B6,ATL,BOS,1633,8.2,2215,0,16,1,Otono,ATL-BOS
1,3,WN,DEN,LAX,1502,16.2,680,1,15,0,Invierno,DEN-LAX
8,6,AS,SEA,BOS,2308,54.8,196,1,23,1,Verano,SEA-BOS
8,6,UA,DFW,ORD,123,3.8,1256,0,1,1,Verano,DFW-ORD
5,7,WN,JFK,SFO,1552,5.6,642,0,15,1,Primavera,JFK-SFO
12,6,DL,ATL,MIA,2007,26.6,437,1,20,1,Invierno,ATL-MIA
10,3,UA,CLT,SEA,726,-14.0,777,0,7,0,Otono,CLT-SEA
10,3,DL,MCO,IAH,2329,12.2,1414,0,23,0,Otono,MCO-IAH
10,6,AA,SFO,SEA,931,27.1,1583,1,9,1,Otono,SFO-SEA
1,5,AS,LAX,MIA,40,15.0,2033,0,0,0,Invierno,LAX-MIA
4,4,AA,BOS,SEA,1739,26.4,835,1,17,0,Primavera,BOS-SEA
11,3,B6,LAS,MCO,2150,4.3,1269,0,21,0,Otono,LAS-MCO
12,7,AA,JFK,PHX,47,17.5,329,1,0,1,Invierno,JFK-PHX
4,7,UA,BOS,IAH,12,-2.5,2654,0,0,1,Primavera,BOS-IAH
12,7,AA,SFO,BOS,417,30.2,1405,1,4,1,Invierno,SFO-BOS
8,7,DL,CLT,DFW,1042,10.1,2466,0,10,1,Verano,CLT-DFW
1,1,DL,MIA,LAS,414,-7.6,1168,0,4,0,Invierno,MIA-LAS
3,7,B6,CLT,SFO,1811,-1.7,1284,0,18,1,Primavera,CLT-SFO
9,4,AA,IAH,ORD,1207,28.4,2354,1,12,0,Otono,IAH-ORD
8,6,OO,JFK,IAH,2359,37.6,213,1,23,1,Verano,JFK-IAH
3,7,NK,DFW,SFO,1807,32.1,1268,1,18,1,Primavera,DFW-SFO
10,7,HA,DFW,DEN,721,39.3,1879,1,7,1,Otono,DFW-DEN
7,4,DL,PHX,ATL,1515,-12.5,1997,0,15,0,Verano,PHX-ATL
2,3,AA,BOS,ATL,2141,29.2,1021,1,21,0,Invierno,BOS-ATL
12,1,UA,BOS,SFO,911,0.3,541,0,9,0,Invierno,BOS-SFO
3,5,AS,LAX,DEN,256,-15.5,200,0,2,0,Primavera,LAX-DEN
11,7,HA,ATL,DFW,1907,32.3,1597,1,19,1,Otono,ATL-DFW
9,7,DL,BOS,DFW,409,-32.4,636,0,4,1,Otono,BOS-DFW
6,6,HA,MIA,ATL,2240,34.2,379,1,22,1,Verano,MIA-ATL
1,6,UA,LAS,ATL,1711,33.9,2187,1,17,1,Invierno,LAS-ATL
1,6,F9,BOS,IAH,2011,17.0,2112,1,20,1,Invierno,BOS-IAH
4,5,WN,SEA,CLT,1717,-0.5,293,0,17,0,Primavera,SEA-CLT
7,6,AA,LAX,IAH,2243,11.0,1716,0,22,1,Verano,LAX-IAH
9,1,WN,CLT,PHX,1736,-16.8,2092,0,17,0,Otono,CLT-PHX
11,7,UA,ORD,BOS,912,-8.8,2561,0,9,1,Otono,ORD-BOS
1,2,AA,IAH,LAS,1157,-2.0,845,0,11,0,Invierno,IAH-LAS
11,6,OO,PHX,ATL,1606,23.7,790,1,16,1,Otono,PHX-ATL
4,6,UA,MIA,DEN,1549,4.7,2037,0,15,1,Primavera,MIA-DEN
8,5,AA,SFO,ATL,1338,31.8,238,1,13,0,Verano,SFO-ATL
10,4,UA,JFK,CLT,2054,1.5,546,0,20,0,Otono,JFK-CLT
8,7,HA,ORD,SEA,1451,29.9,1475,1,14,1,Verano,ORD-SEA
10,2,AA,ORD,MCO,1445,11.5,1705,0,14,0,Otono,ORD-MCO
12,3,AA,JFK,BOS,1837,30.7,1687,1,18,0,Invierno,JFK-BOS
8,3,DL,ATL,JFK,1403,18.5,943,1,14,0,Verano,ATL-JFK
6,5,WN,ORD,LAS,1505,19.7,1503,1,15,0,Verano,ORD-LAS
8,6,AA,BOS,IAH,214,9.1,268,0,2,1,Verano,BOS-IAH
9,2,UA,ATL,JFK,1304,2.4,1117,0,13,0,Otono,ATL-JFK
3,2,AA,LAX,DFW,304,15.9,2336,1,3,0,Primavera,LAX-DFW
6,1,HA,DFW,MIA,839,1.4,943,0,8,0,Verano,DFW-MIA
4,2,UA,BOS,JFK,451,6.3,809,0,4,0,Primavera,BOS-JFK
11,6,UA,LAS,IAH,2205,10.8,389,0,22,1,Otono,LAS-IAH
10,5,NK,SFO,LAS,611,1.8,2488,0,6,0,Otono,SFO-LAS
5,5,WN,DFW,LAS,154,-11.4,810,0,1,0,Primavera,DFW-LAS
12,2,AA,ORD,LAS,1612,32.5,394,1,16,0,Invierno,ORD-LAS
2,7,UA,BOS,PHX,1744,15.9,951,1,17,1,Invierno,BOS-PHX
10,3,AS,DEN,MIA,1820,6.6,249,0,18,0,Otono,DEN-MIA
10,6,AS,LAS,JFK,1244,26.5,403,1,12,1,Otono,LAS-JFK
6,2,B6,LAX,MCO,1454,15.1,1210,1,14,0,Verano,LAX-MCO
6,5,AS,SFO,MCO,1516,31.1,2549,1,15,0,Verano,SFO-MCO
9,3,AA,LAX,MCO,1727,9.4,1162,0,17,0,Otono,LAX-MCO
1,6,UA,LAS,SEA,2124,3.5,2065,0,21,1,Invierno,LAS-SEA
6,2,UA,JFK,LAX,1145,-3.5,1833,0,11,0,Verano,JFK-LAX
9,7,AA,LAX,SEA,2115,44.6,2540,1,21,1,Otono,LAX-SEA
10,6,AA,IAH,CLT,1522,27.8,506,1,15,1,Otono,IAH-CLT
4,4,NK,DFW,IAH,604,3.2,2273,0,6,0,Primavera,DFW-IAH
10,1,AA,LAS,MCO,1558,30.0,733,1,15,0,Otono,LAS-MCO
10,7,OO,ORD,SEA,2020,18.4,737,1,20,1,Otono,ORD-SEA
3,1,OO,SEA,JFK,1021,-14.9,1742,0,10,0,Primavera,SEA-JFK
2,7,UA,LAS,LAX,1612,3.3,2581,0,16,1,Invierno,LAS-LAX
7,5,NK,MIA,SEA,1600,29.0,2503,1,16,0,Verano,MIA-SEA
1,1,OO,DEN,MCO,707,11.7,1661,0,7,0,Invierno,DEN-MCO
7,4,UA,IAH,LAS,2025,9.7,1397,0,20,0,Verano,IAH-LAS
3,7,F9,SFO,PHX,1836,25.0,727,1,18,1,Primavera,SFO-PHX
2,4,OO,LAX,MIA,22,-2.7,1199,0,0,0,Invierno,LAX-MIA
12,3,AS,DEN,ORD,303,23.5,1429,1,3,0,Invierno,DEN-ORD
1,2,WN,MIA,ORD,1423,3.6,244,0,14,0,Invierno,MIA-ORD
2,4,WN,IAH,MCO,2007,-5.8,1556,0,20,0,Invierno,IAH-MCO
9,3,DL,DEN,ORD,656,10.0,496,0,6,0,Otono,DEN-ORD
7,3,OO,PHX,ORD,308,24.3,1446,1,3,0,Verano,PHX-ORD
4,2,UA,ATL,MCO,2218,5.3,1192,0,22,0,Primavera,ATL-MCO
2,6,OO,LAS,BOS,214,3.4,934,0,2,1,Invierno,LAS-BOS
7,4,B6,CLT,LAX,435,14.8,2221,0,4,0,Verano,CLT-LAX
4,1,B6,DEN,LAS,710,-1.4,2644,0,7,0,Primavera,DEN-LAS
4,2,AS,ATL,SFO,1453,11.2,1454,0,14,0,Primavera,ATL-SFO
11,6,AS,SFO,IAH,522,21.7,2080,1,5,1,Otono,SFO-IAH
11,1,UA,ATL,PHX,1651,-5.8,1644,0,16,0,Otono,ATL-PHX
3,7,WN,IAH,ORD,845,-7.0,669,0,8,1,Primavera,IAH-ORD
11,1,UA,LAS,ORD,402,-2.4,1761,0,4,0,Otono,LAS-ORD
7,3,F9,IAH,SFO,1032,2.0,1265,0,10,0,Verano,IAH-SFO
9,6,AA,DFW,CLT,407,29.3,2051,1,4,1,Otono,DFW-CLT
3,2,WN,SEA,BOS,2247,1.2,834,0,22,0,Primavera,SEA-BOS
2,5,NK,JFK,SFO,1014,2.7,660,0,10,0,Invierno,JFK-SFO
2,1,NK,SFO,LAX,2200,23.0,1336,1,22,0,Invierno,SFO-LAX
5,1,WN,LAS,BOS,1011,19.3,2646,1,10,0,Primavera,LAS-BOS
9,2,UA,ATL,DEN,359,0.8,356,0,3,0,Otono,ATL-DEN
9,5,AS,ATL,DEN,2012,31.1,1978,1,20,0,Otono,ATL-DEN
6,1,UA,SEA,ORD,2247,33.1,2465,1,22,0,Verano,SEA-ORD
10,2,AS,BOS,ORD,649,28.0,706,1,6,0,Otono,BOS-ORD
5,7,AS,DEN,LAX,900,18.6,1008,1,9,1,Primavera,DEN-LAX
8,1,DL,LAS,IAH,3,11.2,302,0,0,0,Verano,LAS-IAH
9,1,AA,ORD,JFK,250,10.4,2383,0,2,0,Otono,ORD-JFK
10,4,AA,SFO,ATL,1230,-3.2,1668,0,12,0,Otono,SFO-ATL
9,1,HA,MIA,BOS,55,2.9,2173,0,0,0,Otono,MIA-BOS
5,4,NK,DFW,MCO,1708,4.8,1798,0,17,0,Primavera,DFW-MCO
5,6,AA,JFK,SEA,2214,36.5,1764,1,22,1,Primavera,JFK-SEA
5,4,WN,ATL,LAS,1734,-19.3,1069,0,17,0,Primavera,ATL-LAS
5,4,HA,PHX,CLT,450,-2.6,2361,0,4,0,Primavera,PHX-CLT
3,4,WN,ATL,LAX,552,-11.2,214,0,5,0,Primavera,ATL-LAX
2,4,B6,LAX,JFK,1601,2.6,1456,0,16,0,Invierno,LAX-JFK
8,2,UA,DEN,MIA,1237,-0.2,2614,0,12,0,Verano,DEN-MIA
10,7,UA,LAS,IAH,723,-10.2,1531,0,7,1,Otono,LAS-IAH
5,7,UA,ATL,MIA,2028,14.4,1085,0,20,1,Primavera,ATL-MIA
10,7,UA,JFK,LAX,1625,15.9,1725,1,16,1,Otono,JFK-LAX
3,2,WN,JFK,SEA,1136,-15.8,2634,0,11,0,Primavera,JFK-SEA
1,4,UA,ORD,JFK,259,18.7,1707,1,2,0,Invierno,ORD-JFK
10,5,OO,JFK,ATL,819,34.6,197,1,8,0,Otono,JFK-ATL
7,5,AA,MCO,LAS,2105,45.6,2386,1,21,0,Verano,MCO-LAS
12,2,OO,MIA,LAS,2248,21.9,2458,1,22,0,Invierno,MIA-LAS
9,7,NK,MIA,CLT,702,7.0,367,0,7,1,Otono,MIA-CLT
7,6,UA,LAS,CLT,1544,57.0,1884,1,15,1,Verano,LAS-CLT
1,6,B6,SEA,LAX,736,-3.6,1594,0,7,1,Invierno,SEA-LAX
11,2,B6,ORD,DEN,1226,5.6,1123,0,12,0,Otono,ORD-DEN
4,1,AS,SEA,CLT,531,2.0,258,0,5,0,Primavera,SEA-CLT
6,1,DL,MIA,DFW,1427,7.8,932,0,14,0,Verano,MIA-DFW
6,6,AS,SFO,LAS,618,26.2,1635,1,6,1,Verano,SFO-LAS
7,4,DL,CLT,JFK,1918,18.4,519,1,19,0,Verano,CLT-JFK
6,4,UA,ORD,DEN,1227,27.4,1970,1,12,0,Verano,ORD-DEN
7,4,AS,PHX,DFW,822,12.0,2383,0,8,0,Verano,PHX-DFW
5,7,AA,SEA,CLT,1048,9.2,1774,0,10,1,Primavera,SEA-CLT
9,1,DL,CLT,BOS,2216,30.3,1899,1,22,0,Otono,CLT-BOS
2,1,UA,ATL,LAS,1007,11.0,958,0,10,0,Invierno,ATL-LAS
6,5,AA,DEN,SEA,603,14.8,461,0,6,0,Verano,DEN-SEA
10,1,UA,IAH,BOS,1550,5.7,2400,0,15,0,Otono,IAH-BOS
5,7,UA,IAH,SEA,2,4.4,1338,0,0,1,Primavera,IAH-SEA
6,4,B6,JFK,PHX,2229,9.1,1671,0,22,0,Verano,JFK-PHX
4,6,AA,LAX,ORD,2111,50.1,417,1,21,1,Primavera,LAX-ORD
2,1,UA,IAH,DFW,1735,35.3,2274,1,17,0,Invierno,IAH-DFW
9,3,B6,BOS,LAX,354,-0.4,1477,0,3,0,Otono,BOS-LAX
12,3,OO,DEN,DFW,837,26.9,2245,1,8,0,Invierno,DEN-DFW
12,4,F9,CLT,BOS,1051,17.3,1529,1,10,0,Invierno,CLT-BOS
9,4,OO,LAS,MCO,1021,-3.0,2283,0,10,0,Otono,LAS-MCO
8,1,HA,SEA,MIA,653,8.5,1089,0,6,0,Verano,SEA-MIA
2,1,UA,SEA,PHX,1321,-7.6,2078,0,13,0,Invierno,SEA-PHX
12,6,B6,BOS,SFO,1550,-3.5,972,0,15,1,Invierno,BOS-SFO
4,5,UA,LAS,DFW,914,-10.9,1948,0,9,0,Primavera,LAS-DFW
5,3,UA,PHX,DEN,1001,10.2,322,0,10,0,Primavera,PHX-DEN
9,4,UA,DEN,ATL,1823,8.1,1317,0,18,0,Otono,DEN-ATL
5,6,WN,MCO,LAS,112,12.2,1685,0,1,1,Primavera,MCO-LAS
11,3,F9,DFW,PHX,431,10.6,1772,0,4,0,Otono,DFW-PHX
2,2,AS,SEA,DEN,829,13.8,255,0,8,0,Invierno,SEA-DEN
3,1,B6,MCO,SFO,1938,18.3,1755,1,19,0,Primavera,MCO-SFO
5,2,WN,ATL,MCO,212,-2.2,2577,0,2,0,Primavera,ATL-MCO
12,3,B6,ATL,DFW,218,4.3,1899,0,2,0,Invierno,ATL-DFW
3,4,F9,DEN,ATL,903,19.6,1748,1,9,0,Primavera,DEN-ATL
3,1,NK,LAS,PHX,1346,24.5,1511,1,13,0,Primavera,LAS-PHX
1,3,OO,DFW,ORD,1541,-4.9,1134,0,15,0,Invierno,DFW-ORD
4,5,B6,ORD,LAX,220,-8.9,521,0,2,0,Primavera,ORD-LAX
7,7,DL,LAX,ATL,2333,33.5,150,1,23,1,Verano,LAX-ATL
2,4,HA,DFW,MCO,403,32.9,1491,1,4,0,Invierno,DFW-MCO
10,1,AS,LAX,CLT,1236,-4.6,377,0,12,0,Otono,LAX-CLT
7,7,UA,PHX,LAX,2113,25.4,870,1,21,1,Verano,PHX-LAX
1,5,DL,DEN,BOS,656,-18.9,1988,0,6,0,Invierno,DEN-BOS
3,4,HA,PHX,BOS,2117,16.7,223,1,21,0,Primavera,PHX-BOS
8,3,NK,ATL,ORD,805,28.7,2104,1,8,0,Verano,ATL-ORD
3,7,B6,PHX,SEA,953,-16.6,613,0,9,1,Primavera,PHX-SEA
2,3,NK,LAS,SFO,807,14.3,191,0,8,0,Invierno,LAS-SFO
3,4,AS,CLT,ORD,1243,20.1,257,1,12,0,Primavera,CLT-ORD
8,3,AS,IAH,SFO,1717,13.5,2378,0,17,0,Verano,IAH-SFO
5,4,AS,IAH,ATL,1350,2.7,2457,0,13,0,Primavera,IAH-ATL
12,4,F9,SEA,LAX,1947,22.0,660,1,19,0,Invierno,SEA-LAX
2,3,AS,DFW,DEN,1636,31.4,587,1,16,0,Invierno,DFW-DEN
3,1,UA,IAH,BOS,1323,-11.9,942,0,13,0,Primavera,IAH-BOS
9,2,UA,LAS,LAX,545,-23.4,1861,0,5,0,Otono,LAS-LAX
9,5,B6,IAH,MCO,517,0.5,930,0,5,0,Otono,IAH-MCO
7,5,AA,SEA,MIA,210,34.2,2334,1,2,0,Verano,SEA-MIA
7,7,UA,SEA,DFW,1115,13.5,2632,0,11,1,Verano,SEA-DFW
4,6,UA,LAX,PHX,227,-4.5,2411,0,2,1,Primavera,LAX-PHX
7,2,AA,ATL,MCO,316,26.0,756,1,3,0,Verano,ATL-MCO
2,1,UA,LAX,MIA,2026,27.0,2633,1,20,0,Invierno,LAX-MIA
7,1,HA,JFK,DFW,1734,32.8,563,1,17,0,Verano,JFK-DFW
7,4,AS,MIA,SEA,812,2.1,2663,0,8,0,Verano,MIA-SEA
10,3,AA,MCO,JFK,1238,17.0,2068,1,12,0,Otono,MCO-JFK
2,6,UA,MCO,SEA,450,8.2,678,0,4,1,Invierno,MCO-SEA
9,3,UA,LAS,DEN,2128,20.3,1765,1,21,0,Otono,LAS-DEN
7,4,DL,CLT,DEN,1419,-8.1,2136,0,14,0,Verano,CLT-DEN
8,4,B6,DEN,IAH,925,11.2,641,0,9,0,Verano,DEN-IAH
10,2,OO,SFO,BOS,27,0.1,1483,0,0,0,Otono,SFO-BOS
1,2,B6,MIA,LAS,1745,15.1,1703,1,17,0,Invierno,MIA-LAS
8,1,UA,LAS,SFO,527,12.3,1887,0,5,0,Verano,LAS-SFO
4,1,UA,MCO,PHX,953,6.4,459,0,9,0,Primavera,MCO-PHX
8,2,UA,CLT,DEN,1806,10.9,2179,0,18,0,Verano,CLT-DEN
7,2,UA,IAH,ORD,1939,44.6,649,1,19,0,Verano,IAH-ORD
12,3,B6,CLT,MCO,611,10.6,1839,0,6,0,Invierno,CLT-MCO
7,4,OO,ORD,MIA,932,5.0,1488,0,9,0,Verano,ORD-MIA
9,6,UA,LAS,MCO,1828,19.7,1725,1,18,1,Otono,LAS-MCO
4,1,UA,SFO,ATL,1544,-7.5,1236,0,15,0,Primavera,SFO-ATL
8,4,NK,PHX,MIA,2104,50.5,699,1,21,0,Verano,PHX-MIA
1,5,DL,CLT,LAS,1128,-8.0,1968,0,11,0,Invierno,CLT-LAS
1,1,WN,LAS,PHX,1622,-13.9,874,0,16,0,Invierno,LAS-PHX
9,1,F9,DEN,MCO,326,-11.0,414,0,3,0,Otono,DEN-MCO
7,7,DL,ATL,LAX,1425,2.3,2388,0,14,1,Verano,ATL-LAX
3,1,DL,JFK,BOS,1852,7.2,327,0,18,0,Primavera,JFK-BOS
1,3,B6,DEN,CLT,533,16.5,1094,1,5,0,Invierno,DEN-CLT
12,6,WN,MIA,ATL,1515,12.6,654,0,15,1,Invierno,MIA-ATL
6,2,HA,MCO,DEN,457,39.9,1475,1,4,0,Verano,MCO-DEN
9,1,B6,ATL,MIA,1321,-40.0,524,0,13,0,Otono,ATL-MIA
12,2,UA,DFW,SFO,1224,20.2,2370,1,12,0,Invierno,DFW-SFO
11,1,UA,SEA,LAX,2251,4.0,1020,0,22,0,Otono,SEA-LAX
3,2,DL,SEA,MCO,632,-4.1,2441,0,6,0,Primavera,SEA-MCO
5,5,AA,DEN,BOS,1137,5.1,701,0,11,0,Primavera,DEN-BOS
9,7,DL,BOS,PHX,1017,-7.9,2177,0,10,1,Otono,BOS-PHX
4,5,WN,LAS,ORD,2322,10.4,1615,0,23,0,Primavera,LAS-ORD
9,3,WN,MIA,SEA,2122,14.3,2416,0,21,0,Otono,MIA-SEA
10,5,HA,IAH,ORD,1636,48.6,2672,1,16,0,Otono,IAH-ORD
2,2,NK,DEN,SEA,1438,15.0,871,0,14,0,Invierno,DEN-SEA
10,5,UA,DFW,ATL,2033,24.2,769,1,20,0,Otono,DFW-ATL
6,2,WN,MCO,ATL,406,1.1,765,0,4,0,Verano,MCO-ATL
10,5,UA,LAS,SFO,143,2.0,2086,0,1,0,Otono,LAS-SFO
9,7,AA,SEA,DFW,1719,15.9,1304,1,17,1,Otono,SEA-DFW
2,4,UA,DEN,CLT,2219,35.1,2095,1,22,0,Invierno,DEN-CLT
